critic1_losses,critic2_losses,actor_losses,alpha_losses,stats_win,stats_lose,mean_rewards,mean_win,mean_lose,eval_percent_win,eval_percent_lose
1.776551008,1.858736277,-12.9328289,0,0,1,-0.203995722,0,0.018181818,,
1.578662395,1.523057699,-13.26292992,0,0,0,-0.14356196,0,0,,
1.209740639,1.40787673,-13.80462837,0,0,1,-0.217523612,0,0.018518519,,
4.44530344,4.575006962,-13.34664726,0,0,0,-0.085680465,0,0,,
0.855112731,0.909241378,-12.95357132,0,0,0,-0.052135932,0,0,,
1.982294321,1.732904315,-13.00667858,0,0,0,-0.134565416,0,0,,
2.343641996,2.527377844,-12.75168419,0,0,1,-0.191808554,0,0.01754386,,
1.610120535,1.584058285,-11.76068211,0,0,0,-0.142505185,0,0,,
1.109060526,1.173931718,-12.06157112,0,0,1,-0.3608933,0,0.033333333,,
3.839240551,3.925825357,-11.35001564,0,0,0,-0.131878371,0,0,,
1.192318678,1.345734119,-11.8590517,0,0,0,-0.031379866,0,0,,
3.702512503,3.27506566,-10.57445717,0,0,0,-0.120314381,0,0,,
2.788672209,3.125421047,-10.88921452,0,0,1,-0.361722675,0,0.032258065,,
1.856113672,2.008799076,-11.44576073,0,0,0,-0.139239339,0,0,,
1.191108465,0.987182796,-12.00487709,0,0,1,-0.206178233,0,0.018518519,,
2.259529114,1.999290466,-11.43296051,0,0,0,-0.084977861,0,0,,
1.463981986,1.685707331,-10.46748638,0,0,1,-0.197699468,0,0.018181818,,
2.565899372,2.699376583,-10.93016243,0,0,0,-0.117978179,0,0,,
1.215891242,1.024155259,-11.57048321,0,1,0,0.12724888,0.013333333,0,,
0.611669183,0.409527063,-11.2345705,0,0,0,-0.146534103,0,0,,
1.476294398,1.393512487,-12.31058693,0,0,1,-0.358241578,0,0.032258065,,
2.398671389,2.158526421,-12.74761105,0,0,1,-0.153182243,0,0.01010101,,
1.598068714,1.554347992,-12.7587738,0,1,0,0.158570529,0.016666667,0,,
1.482892156,1.614338517,-12.38106632,0,0,0,-0.134111027,0,0,,
0.71514529,0.744220376,-12.97688866,0,0,1,-0.181086638,0,0.013888889,,
0.704425871,0.531287313,-13.67498398,0,0,0,-0.110219403,0,0,,
1.796975851,1.674762249,-12.89332294,0,0,1,-0.105306352,0,0.008547009,,
1.440483809,1.404871583,-13.35824203,0,0,1,-0.139471187,0,0.009708738,,
1.842465401,2.146079779,-12.96754551,0,0,1,-0.350790588,0,0.032258065,,
2.301140547,2.43248415,-13.76236439,0,0,0,-0.125679755,0,0,,
1.288100839,1.103423953,-13.82926655,0,0,1,-0.345099276,0,0.03125,,
1.507483721,1.822449923,-12.81417179,0,0,0,-0.103689519,0,0,,
1.074644208,1.062960267,-13.53627014,0,0,1,-0.213089801,0,0.018867925,,
0.595938802,0.564620972,-13.16573429,0,1,0,-0.011453216,0.005102041,0,,
2.293683052,2.270151377,-14.28552532,0,0,1,-0.165925419,0,0.012820513,,
0.5746907,0.535667598,-13.97531891,0,0,0,-0.088870832,0,0,,
1.095527053,1.242390275,-13.54109192,0,1,0,0.116906885,0.012345679,0,,
0.599151492,0.511040032,-13.66689777,0,0,0,-0.038927107,0,0,,
1.981791735,2.251435041,-14.28334713,0,0,0,-0.047480457,0,0,,
1.304587603,1.428631663,-12.6938858,0,0,0,-0.139053707,0,0,,
1.703883648,1.546075106,-12.02022934,0,0,1,-0.238805612,0,0.022222222,,
0.859422565,0.855820537,-12.46528339,0,0,0,-0.163838826,0,0,,
3.784226656,3.808333397,-13.27565575,0,0,1,-0.263209169,0,0.022727273,,
3.140306473,3.278223991,-11.68977547,0,0,0,-0.11530102,0,0,,
1.185335159,1.234295011,-12.25082493,0,0,1,-0.13496033,0,0.011111111,,
2.390399933,2.408399343,-13.63505745,0,0,0,-0.101842539,0,0,,
2.911488295,2.968316317,-13.93265724,0,0,1,-0.219263847,0,0.02,,
1.328316808,1.544621229,-14.68941212,0,0,0,-0.134079879,0,0,,
0.565140784,0.559566796,-14.06807709,0,0,0,-0.02836563,0,0,,
0.686731458,0.936252475,-13.69877529,0,0,0,-0.141624952,0,0,,
0.397480845,0.596246243,-15.10323334,0,0,0,-0.039173748,0,0,,
1.169145703,1.284645677,-13.8893795,0,0,0,-0.097442466,0,0,,
0.709071994,0.643595397,-15.15903378,0,0,1,-0.346199572,0,0.032258065,,
1.555515289,1.402043581,-14.87972927,0,0,0,-0.160752152,0,0,,
2.798242569,2.813865185,-15.88502693,0,0,1,-0.361486035,0,0.032258065,,
0.721831203,0.388697088,-13.68226051,0,0,0,-0.11506518,0,0,,
2.03928709,2.128748417,-15.22417927,0,0,0,-0.048894359,0,0,,
4.068002224,4.668474197,-14.21056938,0,0,0,-0.12581161,0,0,,
0.349582821,0.427552372,-15.9064703,0,0,0,-0.049713566,0,0,,
1.925001979,1.876177549,-14.79938889,0,0,0,-0.11879727,0,0,,
1.546310663,1.375788927,-15.31869984,0,0,0,-0.051868473,0,0,,
2.674751759,2.875366211,-14.76151848,0,0,0,-0.112510625,0,0,,
1.288203001,1.388746858,-15.79561424,0,0,1,-0.246739577,0,0.022727273,,
1.03975606,1.25116241,-14.75761414,0,0,1,-0.097828039,0,0.006756757,,
1.501997113,1.947639704,-15.93451881,0,0,1,-0.202873726,0,0.016949153,,
0.670760632,0.687932253,-16.47623444,0,0,0,-0.107065755,0,0,,
0.433845967,0.431869447,-15.58862686,0,0,0,-0.081663079,0,0,,
0.531986475,0.512372434,-16.07320213,0,0,0,-0.12521787,0,0,,
9.475861549,9.30621624,-15.69766998,0,0,0,-0.047488148,0,0,,
3.481370449,3.725916386,-15.03821945,0,0,0,-0.160637121,0,0,,
1.22542417,1.199814916,-14.85936546,0,0,1,-0.343780948,0,0.032258065,,
2.125534534,2.426918507,-15.38562679,0,0,0,-0.106770046,0,0,,
1.658452272,1.816148281,-14.5661459,0,0,1,-0.116138975,0,0.007462687,,
3.652708054,3.72841692,-15.07112789,0,0,0,-0.062355199,0,0,,
0.608044147,0.512858868,-16.2915554,0,0,1,-0.352360965,0,0.03125,,
2.063982487,2.246810198,-14.65867233,0,0,0,-0.11330525,0,0,,
1.255653024,1.114669204,-15.5472641,0,0,0,-0.048751841,0,0,,
8.589733124,7.952414036,-14.23069096,0,0,0,-0.126507167,0,0,,
4.196717262,4.382192612,-14.95930862,0,0,1,-0.103987299,0,0.006578947,,
5.811943054,5.26554203,-14.51288509,0,0,0,-0.089313906,0,0,,
1.097630739,1.031187177,-14.71436119,0,0,1,-0.188240705,0,0.01754386,,
0.665320039,0.634340167,-14.11168289,0,0,0,-0.144572861,0,0,,
3.873973131,3.91733861,-14.98499298,0,0,1,-0.094316484,0,0.006451613,,
0.350167781,0.331578434,-14.55428696,0,0,0,-0.102268684,0,0,,
0.979205728,0.98142457,-14.8946476,0,0,1,-0.307322178,0,0.027777778,,
2.584510565,2.756456375,-14.75728321,0,0,0,-0.086622946,0,0,,
0.431448817,0.483806729,-14.52966499,0,0,1,-0.101857655,0,0.008474576,,
1.193833232,1.139468908,-14.35931969,0,0,0,-0.121966189,0,0,,
3.305362225,3.636004925,-13.97058678,0,0,1,-0.344662238,0,0.032258065,,
1.582337737,1.518768668,-14.77946854,0,0,0,-0.097780122,0,0,,
1.197053075,1.336117864,-14.19927406,0,0,1,-0.192869883,0,0.014285714,,
2.317302227,2.471680164,-14.95563316,0,0,0,-0.158339468,0,0,,
7.35569191,6.898564339,-13.97969437,0,0,0,-0.066148426,0,0,,
1.524417877,1.783151627,-15.00518417,0,0,0,-0.11815973,0,0,,
0.380026817,0.340229988,-15.38383102,0,0,1,-0.343237411,0,0.032258065,,
1.139790773,1.088647604,-14.92952538,0,0,0,-0.106846153,0,0,,
0.367252916,0.431016922,-14.37527847,0,0,0,-0.00479819,0,0,,
0.629571855,0.664642394,-15.90476036,0,0,0,-0.103365832,0,0,,
1.189887762,1.202755928,-15.6731596,0,0,1,-0.190565279,0,0.011363636,,
1.29467082,1.260219574,-16.19863129,0,0,0,-0.12774223,0,0,,
0.938087642,0.942657828,-16.00503159,0,0,1,-0.282763902,0,0.025641026,,
1.072371006,1.028904319,-16.3896637,0,0,0,-0.122238857,0,0,,
0.945059299,1.049136996,-15.84251308,0,0,1,-0.274051284,0,0.023809524,,
1.55983448,1.660007,-15.96420383,0,0,0,-0.147826907,0,0,,
0.413231075,0.374203801,-16.99542046,0,0,0,-0.05324095,0,0,,
0.528806925,0.669944465,-16.05350494,0,0,0,-0.109144653,0,0,,
1.521741629,1.625840187,-16.69210815,0,0,0,-0.03671982,0,0,,
3.676780462,3.69148612,-17.03150558,0,0,0,-0.148097368,0,0,,
6.099568367,6.171623707,-17.65392303,0,0,0,-0.051172818,0,0,,
1.091952682,0.945287287,-16.61467361,0,0,0,-0.134028177,0,0,,
3.610842705,3.597863197,-17.12218857,0,0,0,-0.052027387,0,0,,
1.552594066,1.619961381,-17.292593,0,0,0,-0.16508794,0,0,,
4.195010185,4.383618355,-17.54819489,0,0,1,-0.337451526,0,0.03125,,
3.544813156,3.534848928,-17.25989532,0,0,0,-0.089521701,0,0,,
1.823733091,2.397352457,-16.99009705,0,0,1,-0.348111066,0,0.032258065,,
0.716693342,0.724296272,-17.47341728,0,0,0,-0.098365134,0,0,,
1.873829365,1.998665214,-17.01307869,0,0,1,-0.1732801,0,0.013888889,,
0.26096338,0.318273544,-17.15484619,0,0,0,-0.105614779,0,0,,
3.97292614,4.056740761,-16.94682503,0,0,1,-0.182438089,0,0.016949153,,
1.590922713,1.626277566,-16.38557434,0,0,0,-0.091851441,0,0,,
0.685567141,0.827549815,-18.24153709,0,0,0,-0.039337005,0,0,,
2.233561039,2.58763051,-17.17463303,0,0,0,-0.124252187,0,0,,
0.986433506,0.90309757,-17.57835579,0,0,1,-0.305626137,0,0.028571429,,
2.726778746,3.144575119,-17.25152397,0,0,0,-0.126434023,0,0,,
1.222135425,1.386718273,-17.00725937,0,0,1,-0.352607362,0,0.032258065,,
3.628760576,3.787206888,-16.32548332,0,0,0,-0.170746863,0,0,,
0.420344353,0.327210128,-16.86707687,0,0,1,-0.09526732,0,0.005681818,,
4.175059319,4.263186455,-17.23520851,0,0,0,-0.151070515,0,0,,
0.330764472,0.442662418,-16.60916138,0,0,1,-0.29128377,0,0.025641026,,
0.788515151,1.06028676,-16.75146484,0,0,0,-0.086767281,0,0,,
1.476463795,1.797705054,-15.1581831,0,0,1,-0.349226186,0,0.032258065,,
1.458074689,1.49113512,-16.08684731,0,0,0,-0.08941166,0,0,,
5.087671757,5.073710918,-15.84553814,0,0,1,-0.193441959,0,0.017241379,,
2.683324575,2.685617685,-15.77030945,0,0,0,-0.058715244,0,0,,
0.929657936,0.828235149,-14.98356628,0,0,0,-0.0497837,0,0,,
3.234243155,3.231556654,-15.55177307,0,0,0,-0.047953436,0,0,,
2.942322969,2.646676302,-15.63097095,0,1,0,0.147618406,0.015873016,0,,
1.630043745,1.56718719,-15.23275948,0,0,0,-0.101730593,0,0,,
6.31905508,6.259605885,-15.2150898,0,0,1,-0.344473775,0,0.032258065,,
3.805048466,4.020096779,-14.69093037,0,0,0,-0.099051017,0,0,,
4.601136684,4.61605835,-14.74476814,0,0,1,-0.351662572,0,0.03125,,
1.633079767,1.323243976,-14.6572485,0,1,0,0.044950951,0.008547009,0,,
2.138242722,2.115662098,-13.89284039,0,0,1,-0.532239475,0,0.047619048,,
1.827599883,1.901201606,-15.35005569,0,0,1,-0.162599433,0,0.011764706,,
1.091615677,0.940145373,-14.22831631,0,0,1,-0.111252902,0,0.004784689,,
0.780348539,0.939503849,-15.59943295,0,0,1,-0.106199033,0,0.005586592,,
0.890887916,0.778225243,-15.22436333,0,1,0,0.112204884,0.012195122,0,,
2.671468258,2.598041296,-12.85586834,0,0,0,-0.127946695,0,0,,
0.702428341,0.646230459,-15.59457493,0,0,1,-0.13479073,0,0.010752688,,
1.757521868,1.643473029,-14.07198334,0,0,0,-0.13462517,0,0,,
0.982968986,1.169544458,-14.84807396,0,0,0,-0.040849147,0,0,,
0.810504913,0.855648458,-15.75122261,0,0,0,-0.121910223,0,0,,
6.020106316,6.23802042,-15.13193035,0,0,1,-0.34590804,0,0.032258065,,
0.731890798,0.702438116,-15.43936539,0,0,0,-0.112712982,0,0,,
2.429148436,2.211153507,-15.48272324,0,0,1,-0.13014634,0,0.008474576,,
1.32524693,1.277678251,-15.70403099,0,0,0,-0.1404557,0,0,,
3.944971085,3.877817154,-15.67333317,0,0,1,-0.158184928,0,0.010869565,,
0.650077224,0.619792402,-16.03065491,0,0,0,-0.087185416,0,0,,
0.914462447,0.923361838,-15.75785637,0,0,1,-0.077229118,0,0.005128205,,
1.035153389,1.062456727,-15.01315403,0,0,0,-0.105806284,0,0,,
3.142492056,3.693974733,-15.94782734,0,0,0,-0.01800959,0,0,,
1.613083124,1.693822384,-15.07064247,0,0,0,-0.098545788,0,0,,
1.545352101,1.739820242,-16.26438904,0,0,1,-0.176197737,0,0.014925373,,
1.301630855,1.510759592,-16.05027199,0,0,0,-0.135862704,0,0,,
1.038492203,1.112300158,-15.94649696,0,0,1,-0.342759695,0,0.032258065,,
0.464066684,0.512197077,-16.48685455,0,0,0,-0.139685497,0,0,,
0.411245435,0.798407555,-16.23598099,0,0,0,-0.034969053,0,0,,
1.265204191,1.089967966,-16.11002922,0,0,0,-0.132676111,0,0,,
7.435172558,7.588329315,-17.43581963,0,0,0,-0.06359255,0,0,,
1.350741029,1.10172689,-16.08934975,0,0,1,-0.1306406,0,0.005494505,,
5.088337421,4.958065987,-17.162714,0,0,1,-0.20237444,0,0.018867925,,
0.715922296,0.704765022,-17.19545364,0,0,0,-0.163332556,0,0,,
4.176723957,4.412922859,-15.62081909,0,0,1,-0.204920384,0,0.018181818,,
2.141708136,2.312208652,-16.79485893,0,0,0,-0.119977969,0,0,,
1.299616337,2.462268829,-15.22405624,0,0,0,-0.027386222,0,0,,
7.440177441,7.471294403,-16.33687019,0,0,0,-0.049602558,0,0,,
1.006266356,0.753894091,-15.92006111,0,0,1,-0.206529741,0,0.018867925,,
4.440351963,4.343904972,-15.6751461,0,0,0,-0.099513644,0,0,,
1.423481822,1.048013926,-16.12193489,0,0,0,-0.052010388,0,0,,
0.838414431,1.124101639,-15.41864681,0,0,0,-0.096943387,0,0,,
1.747893691,1.728213787,-15.55999279,0,0,1,-0.129660369,0,0.009174312,,
2.841713428,2.539316654,-15.77750587,0,0,0,-0.098352449,0,0,,
3.852998734,3.792833805,-15.37358761,0,0,1,-0.350189957,0,0.032258065,,
1.480474591,1.472979665,-15.00365067,0,0,0,-0.137475507,0,0,,
0.377033621,0.462376982,-15.16574287,0,0,0,-0.036246625,0,0,,
1.760159373,1.712732792,-15.39159203,0,0,0,-0.142817404,0,0,,
3.274538994,3.468450785,-15.19228554,0,0,1,-0.083126096,0,0.005952381,,
2.976138592,3.179604053,-14.85965824,0,0,0,-0.163488716,0,0,,
